-1.499999999999999944e-01 1.200000000000000000e+03 1.305000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.208080808080808083e+03 1.338000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.216161616161616166e+03 1.371000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.224242424242424249e+03 1.405000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.232323232323232332e+03 1.439000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.240404040404040416e+03 1.474000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.248484848484848499e+03 1.509000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.256565656565656582e+03 1.545000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.264646464646464665e+03 1.581000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.272727272727272748e+03 1.618000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.280808080808080831e+03 1.655000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.288888888888888914e+03 1.693000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.296969696969696997e+03 1.731000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.305050505050505080e+03 1.770000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.313131313131313163e+03 1.809000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.321212121212121247e+03 1.849000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.329292929292929330e+03 1.889000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.337373737373737413e+03 1.930000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.345454545454545496e+03 1.971000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.353535353535353579e+03 2.013000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.361616161616161662e+03 2.056000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.369696969696969745e+03 2.099000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.377777777777777828e+03 2.142000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.385858585858585911e+03 2.186000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.393939393939393995e+03 2.230000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.402020202020202078e+03 2.275000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.410101010101010161e+03 2.321000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.418181818181818244e+03 2.367000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.426262626262626327e+03 2.413000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.434343434343434410e+03 2.461000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.442424242424242493e+03 2.508000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.450505050505050576e+03 2.556000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.458585858585858659e+03 2.605000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.466666666666666742e+03 2.654000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.474747474747474826e+03 2.704000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.482828282828282909e+03 2.754000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.490909090909090992e+03 2.805000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.498989898989899075e+03 2.856000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.507070707070707158e+03 2.908000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.515151515151515241e+03 2.960000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.523232323232323324e+03 3.013000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.531313131313131407e+03 3.066000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.539393939393939490e+03 3.120000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.547474747474747574e+03 3.174000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.555555555555555657e+03 3.229000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.563636363636363740e+03 3.284000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.571717171717171823e+03 3.340000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.579797979797979906e+03 3.397000000000000000e+09 1.000000000000000000e+00
-1.499999999999999944e-01 1.587878787878787989e+03 3.454000000000000000e+09 1.000000000000000000e+00
